"Date and time","SMV340200 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340201 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340202 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340203 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340204 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340205 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340206 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340207 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340208 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340209 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340210 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340211 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340212 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340213 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340230 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340232 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340233 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340234 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340262 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","SMV340263 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","idrac-9DQGPV3 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","idrac-BDQGPV3 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","idrac-CDQGPV3 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","idrac-DDQGPV3 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)","idrac-FDQGPV3 - Peak Inlet Temperature (°C, Max. over last 15 min) (°C)"
"2025-06-15T12:00:00-03:00","20","32","22","31","26","34","24","33","23","30","22","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T12:15:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T12:30:00-03:00","20","32","22","31","26","34","23","32","23","30","22","30","18","28","28","28","29","18","27","33","31","25","23","22","27"
"2025-06-15T12:45:00-03:00","20","32","22","31","26","34","23","32","23","30","22","29","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T13:00:00-03:00","20","32","22","31","26","34","23","32","23","30","22","30","18","28","28","28","30","18","27","34","31","25","23","22","27"
"2025-06-15T13:15:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","28","28","28","30","18","27","34","31","25","23","22","27"
"2025-06-15T13:30:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","28","28","28","29","18","28","34","31","25","23","22","27"
"2025-06-15T13:45:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","28","28","28","30","18","28","34","31","25","23","22","27"
"2025-06-15T14:00:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T14:15:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","28","28","28","30","18","27","34","31","25","23","22","27"
"2025-06-15T14:30:00-03:00","20","32","22","31","27","34","23","33","23","30","22","30","18","28","28","28","30","18","27","34","31","25","23","22","27"
"2025-06-15T14:45:00-03:00","20","32","22","31","27","34","23","33","23","30","22","30","18","28","28","28","30","18","28","33","31","25","23","22","27"
"2025-06-15T15:00:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T15:15:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T15:30:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T15:45:00-03:00","20","32","22","31","26","34","23","33","23","30","23","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T16:00:00-03:00","20","32","22","31","26","34","23","33","23","30","23","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T16:15:00-03:00","21","32","22","31","27","34","23","33","23","30","23","30","18","28","","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T16:30:00-03:00","20","32","22","31","26","34","23","33","23","30","23","30","18","28","","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T16:45:00-03:00","20","32","22","31","27","34","23","33","23","30","23","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T17:00:00-03:00","20","32","22","31","26","34","23","33","23","29","23","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T17:15:00-03:00","20","32","22","31","26","34","23","33","23","30","23","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T17:30:00-03:00","20","32","22","31","26","34","23","33","23","30","23","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T17:45:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T18:00:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","28","27","30","18","27","33","31","25","23","22","27"
"2025-06-15T18:15:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T18:30:00-03:00","20","32","22","31","26","34","23","33","23","30","23","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T18:45:00-03:00","20","32","22","31","27","34","23","33","23","30","23","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T19:00:00-03:00","20","32","22","31","27","34","23","33","23","30","23","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T19:15:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T19:30:00-03:00","20","32","22","31","26","34","23","33","23","30","23","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T19:45:00-03:00","20","32","22","31","26","34","23","33","23","30","23","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T20:00:00-03:00","20","31","22","31","26","34","23","33","23","30","23","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T20:15:00-03:00","20","31","22","31","26","34","23","33","23","30","22","30","18","29","28","27","30","18","27","33","31","25","23","22","27"
"2025-06-15T20:30:00-03:00","20","31","22","31","26","34","23","33","23","30","22","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T20:45:00-03:00","21","31","22","31","26","34","23","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T21:00:00-03:00","","","","","","","23","33","","30","","","18","","28","","29","18","","33","","","","",""
"2025-06-15T21:15:00-03:00","","","","","","","23","33","","30","","","18","","28","","30","18","","33","","","","",""
"2025-06-15T21:30:00-03:00","20","31","22","31","26","34","23","33","23","30","22","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T21:45:00-03:00","20","31","22","31","26","34","23","33","23","30","22","30","18","29","28","28","29","18","27","33","31","25","23","22","27"
"2025-06-15T22:00:00-03:00","20","31","22","31","26","34","","","23","","22","30","","29","28","28","","","27","","31","25","23","22","27"
"2025-06-15T22:15:00-03:00","20","31","22","31","26","34","","","23","","22","30","","29","28","28","","","27","","31","25","23","22","27"
"2025-06-15T22:30:00-03:00","20","31","22","31","26","34","23","33","23","30","22","30","18","29","28","28","30","18","27","32","31","25","23","22","27"
"2025-06-15T22:45:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","28","28","30","18","27","32","31","25","23","22","27"
"2025-06-15T23:00:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T23:15:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T23:30:00-03:00","20","32","22","31","27","34","23","33","23","30","22","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-15T23:45:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","28","28","29","18","27","33","31","25","23","22","27"
"2025-06-16T00:00:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","28","28","29","18","27","33","31","25","23","22","27"
"2025-06-16T00:15:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","28","28","29","18","27","33","31","25","23","22","27"
"2025-06-16T00:30:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","28","28","29","18","27","33","31","25","23","22","27"
"2025-06-16T00:45:00-03:00","20","32","22","31","27","34","23","33","23","30","22","30","18","29","29","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T01:00:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","29","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T01:15:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","29","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T01:30:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","29","27","30","18","27","33","31","25","23","22","27"
"2025-06-16T01:45:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T02:00:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","28","28","29","18","27","33","31","25","23","22","27"
"2025-06-16T02:15:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","28","27","30","18","27","33","31","25","23","22","27"
"2025-06-16T02:30:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","28","28","29","18","27","33","31","25","23","22","27"
"2025-06-16T02:45:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","28","28","29","18","27","33","31","25","23","22","27"
"2025-06-16T03:00:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T03:15:00-03:00","20","31","22","31","26","34","23","33","23","30","22","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T03:30:00-03:00","20","31","22","31","26","34","23","33","23","30","22","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T03:45:00-03:00","20","31","22","31","26","34","23","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T04:00:00-03:00","20","31","22","31","26","34","23","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T04:15:00-03:00","20","31","22","31","27","34","23","33","23","30","22","30","18","29","28","28","29","18","27","33","31","","23","22","27"
"2025-06-16T04:30:00-03:00","20","31","22","31","26","34","23","32","23","30","22","30","18","29","28","","29","18","27","33","31","","23","22","27"
"2025-06-16T04:45:00-03:00","20","","","31","26","34","23","33","","30","22","30","18","29","28","","30","18","27","33","31","25","23","22","27"
"2025-06-16T05:00:00-03:00","","","","31","26","34","23","32","","30","","","17","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T05:15:00-03:00","","32","22","31","26","34","23","33","23","30","","","18","29","28","28","29","18","27","33","31","25","23","22","27"
"2025-06-16T05:30:00-03:00","20","32","22","31","27","34","23","33","23","30","22","30","17","29","28","28","29","18","27","33","31","25","23","22","27"
"2025-06-16T05:45:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","17","29","28","28","29","18","26","33","31","25","23","22","27"
"2025-06-16T06:00:00-03:00","20","32","22","31","26","34","23","32","23","30","22","30","17","29","28","28","30","18","26","33","31","25","23","22","27"
"2025-06-16T06:15:00-03:00","20","32","22","31","26","34","23","32","22","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T06:30:00-03:00","20","32","22","31","26","34","23","33","22","30","22","30","18","28","28","27","29","18","27","33","31","25","23","22","27"
"2025-06-16T06:45:00-03:00","20","32","22","31","26","34","23","32","23","30","22","30","18","28","28","27","30","18","27","33","31","25","23","22","27"
"2025-06-16T07:00:00-03:00","20","32","22","31","26","34","23","32","23","30","22","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T07:15:00-03:00","20","32","22","31","26","34","23","32","23","30","22","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T07:30:00-03:00","20","32","22","31","26","34","23","32","23","30","22","30","17","29","28","28","29","18","27","33","31","25","23","22","27"
"2025-06-16T07:45:00-03:00","20","32","22","31","26","34","23","32","23","30","22","30","17","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T08:00:00-03:00","20","32","22","31","26","34","23","32","23","30","22","30","18","29","28","28","29","18","26","33","31","25","23","22","27"
"2025-06-16T08:15:00-03:00","20","32","22","31","26","34","23","32","22","30","22","30","18","29","28","27","30","18","27","33","31","25","23","22","27"
"2025-06-16T08:30:00-03:00","20","32","22","31","26","34","23","32","22","30","22","30","18","29","28","27","30","18","27","33","31","25","23","22","27"
"2025-06-16T08:45:00-03:00","20","31","22","31","26","34","23","32","22","30","22","30","18","29","29","27","30","18","27","33","31","25","23","22","27"
"2025-06-16T09:00:00-03:00","20","32","22","31","26","34","23","32","23","30","22","30","17","29","29","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T09:15:00-03:00","20","32","22","31","27","34","23","32","23","30","22","30","17","29","29","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T09:30:00-03:00","20","31","22","31","26","34","23","32","23","30","22","30","17","28","29","28","30","17","27","33","31","25","23","22","27"
"2025-06-16T09:45:00-03:00","20","31","22","31","26","34","23","32","22","30","22","30","17","29","28","28","29","17","27","33","31","25","23","22","27"
"2025-06-16T10:00:00-03:00","20","31","22","31","27","34","23","32","23","30","22","30","17","29","28","28","29","17","27","33","31","25","23","22","27"
"2025-06-16T10:15:00-03:00","20","31","22","31","26","34","23","32","23","30","22","30","17","28","28","27","29","18","27","33","31","25","23","22","27"
"2025-06-16T10:30:00-03:00","20","31","22","31","26","34","23","32","23","30","22","30","17","29","28","27","30","18","27","33","31","25","23","22","27"
"2025-06-16T10:45:00-03:00","20","31","22","31","26","34","23","32","22","30","22","30","17","28","28","28","29","18","27","33","31","25","23","22","27"
"2025-06-16T11:00:00-03:00","20","31","22","31","26","34","23","32","22","30","22","30","17","28","28","28","29","18","27","33","31","25","23","22","27"
"2025-06-16T11:15:00-03:00","20","31","22","31","26","34","23","32","22","30","22","29","17","28","28","28","29","17","27","33","31","25","23","22","27"
"2025-06-16T11:30:00-03:00","20","31","22","31","27","34","23","32","23","30","22","29","17","29","28","28","30","17","27","33","31","25","23","22","27"
"2025-06-16T11:45:00-03:00","20","31","22","31","26","34","23","32","23","30","22","30","17","28","28","27","30","18","27","32","31","25","23","22","27"
"2025-06-16T12:00:00-03:00","20","31","22","31","26","34","23","32","23","30","22","30","17","28","28","28","29","18","27","32","31","25","23","22","27"
"2025-06-16T12:15:00-03:00","20","31","22","31","26","34","23","32","23","30","22","30","17","28","28","28","29","17","27","32","31","25","23","22","27"
"2025-06-16T12:30:00-03:00","20","31","22","31","26","34","23","32","23","30","22","30","17","29","28","28","30","18","27","32","31","25","23","22","27"
"2025-06-16T12:45:00-03:00","20","31","22","31","26","34","23","32","23","30","22","30","17","29","29","28","30","17","27","32","30","25","23","22","27"
"2025-06-16T13:00:00-03:00","20","32","22","31","26","34","23","32","23","30","22","30","17","28","29","28","29","18","27","32","31","25","23","22","27"
"2025-06-16T13:15:00-03:00","20","32","22","31","27","34","23","32","23","30","22","30","18","28","29","28","29","18","27","33","31","25","23","22","27"
"2025-06-16T13:30:00-03:00","20","32","22","31","26","34","23","32","23","30","22","30","18","28","29","28","29","18","27","33","31","25","23","22","27"
"2025-06-16T13:45:00-03:00","20","32","22","31","26","34","23","32","23","30","22","30","17","28","28","27","29","18","27","33","31","25","23","22","27"
"2025-06-16T14:00:00-03:00","20","32","22","31","26","34","23","32","23","30","22","29","17","28","28","27","29","18","27","33","31","25","23","22","27"
"2025-06-16T14:15:00-03:00","20","32","22","31","26","34","23","33","23","30","23","30","18","28","28","28","29","18","27","33","31","25","23","22","27"
"2025-06-16T14:30:00-03:00","20","32","22","31","26","34","23","33","23","30","23","30","18","28","28","27","30","18","27","34","31","25","23","22","27"
"2025-06-16T14:45:00-03:00","20","32","22","31","27","34","23","33","23","30","23","29","18","28","28","28","30","18","27","34","31","25","23","22","27"
"2025-06-16T15:00:00-03:00","20","32","22","31","26","34","23","33","23","30","23","30","18","28","28","28","29","18","27","33","31","25","23","22","27"
"2025-06-16T15:15:00-03:00","20","32","22","31","26","34","23","33","23","30","23","29","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T15:30:00-03:00","20","32","22","31","26","34","23","33","23","30","23","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T15:45:00-03:00","20","32","22","31","26","34","23","33","23","30","23","29","18","28","29","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T16:00:00-03:00","20","32","22","31","26","34","23","33","23","30","23","30","18","28","29","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T16:15:00-03:00","21","32","22","31","26","34","24","33","23","30","23","30","18","28","29","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T16:30:00-03:00","21","32","22","31","27","34","24","33","23","30","23","29","18","28","29","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T16:45:00-03:00","21","32","22","31","27","34","23","33","23","30","23","30","18","28","29","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T17:00:00-03:00","20","32","22","32","27","34","24","33","23","30","23","30","18","28","29","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T17:15:00-03:00","20","32","22","31","26","34","24","33","23","30","23","30","18","28","29","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T17:30:00-03:00","21","32","23","31","27","34","24","33","23","30","23","30","18","29","29","28","30","18","27","34","31","25","23","22","27"
"2025-06-16T17:45:00-03:00","21","32","22","31","27","34","24","33","23","30","23","29","18","28","28","28","30","18","27","34","31","25","23","22","27"
"2025-06-16T18:00:00-03:00","21","32","23","31","27","34","24","33","23","30","23","30","18","28","28","28","30","18","27","34","31","25","23","22","27"
"2025-06-16T18:15:00-03:00","21","32","23","31","26","34","23","33","23","30","23","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T18:30:00-03:00","21","32","23","31","26","34","24","33","23","30","24","29","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T18:45:00-03:00","21","32","23","31","27","34","24","33","23","30","23","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T19:00:00-03:00","21","32","23","31","27","34","24","33","23","30","23","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T19:15:00-03:00","21","32","22","32","26","34","24","33","23","30","23","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T19:30:00-03:00","21","32","22","31","26","34","24","33","23","30","23","30","19","29","28","28","30","19","27","33","31","25","23","22","27"
"2025-06-16T19:45:00-03:00","21","32","22","32","27","34","24","33","23","30","23","30","18","29","28","28","30","19","27","33","31","25","23","22","27"
"2025-06-16T20:00:00-03:00","21","32","23","31","26","34","24","33","23","30","24","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T20:15:00-03:00","21","32","23","31","27","34","24","33","23","30","24","30","18","28","28","28","30","18","28","33","31","25","23","22","27"
"2025-06-16T20:30:00-03:00","21","32","23","31","27","34","23","33","23","30","23","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T20:45:00-03:00","21","32","23","32","26","34","24","33","23","30","23","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T21:00:00-03:00","21","32","23","32","26","34","24","33","23","30","23","30","19","29","28","28","30","19","27","33","31","25","23","22","27"
"2025-06-16T21:15:00-03:00","21","32","23","32","27","34","24","33","23","30","23","30","19","29","28","28","30","19","27","33","31","25","23","22","27"
"2025-06-16T21:30:00-03:00","21","32","23","32","26","34","24","33","23","30","23","30","18","28","28","29","30","18","27","33","31","25","23","22","27"
"2025-06-16T21:45:00-03:00","21","32","23","32","27","34","24","33","23","30","23","30","18","29","28","29","30","18","27","33","31","25","23","22","27"
"2025-06-16T22:00:00-03:00","21","32","23","32","27","34","24","33","23","30","23","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T22:15:00-03:00","21","32","22","31","26","34","24","33","23","30","23","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T22:30:00-03:00","21","32","22","31","26","34","24","33","23","30","23","30","18","28","28","28","30","18","27","33","31","25","23","22","28"
"2025-06-16T22:45:00-03:00","21","32","22","31","26","34","24","33","23","30","23","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T23:00:00-03:00","21","32","22","31","27","34","24","33","23","30","23","30","18","28","28","28","30","18","28","33","31","25","23","22","27"
"2025-06-16T23:15:00-03:00","20","32","22","32","27","34","24","33","23","30","23","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T23:30:00-03:00","20","32","22","31","26","34","24","33","23","30","23","30","18","29","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-16T23:45:00-03:00","20","32","22","32","26","34","24","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T00:00:00-03:00","20","32","22","32","27","34","24","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T00:15:00-03:00","20","32","22","31","26","34","24","33","23","30","23","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T00:30:00-03:00","20","32","22","31","26","34","24","33","23","30","22","30","18","28","28","27","30","18","27","33","31","25","23","22","27"
"2025-06-17T00:45:00-03:00","20","32","22","31","26","34","24","33","23","30","22","30","18","28","29","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T01:00:00-03:00","20","32","22","31","26","34","24","33","23","30","22","30","18","28","29","27","30","18","27","33","31","25","23","22","27"
"2025-06-17T01:15:00-03:00","20","32","22","31","26","34","24","33","23","30","22","29","18","28","29","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T01:30:00-03:00","20","32","22","31","26","34","24","33","23","30","22","30","18","28","29","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T01:45:00-03:00","20","32","22","31","26","34","24","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T02:00:00-03:00","20","32","22","31","27","34","23","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T02:15:00-03:00","20","32","22","31","26","34","24","33","23","30","22","30","18","29","28","28","30","18","26","33","31","25","23","22","27"
"2025-06-17T02:30:00-03:00","20","32","22","31","26","34","24","33","22","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T02:45:00-03:00","20","32","22","31","27","34","23","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T03:00:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T03:15:00-03:00","20","32","22","31","26","34","23","33","22","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T03:30:00-03:00","20","32","22","31","26","34","23","33","22","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T03:45:00-03:00","20","32","22","31","26","34","23","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T04:00:00-03:00","20","32","22","31","27","34","23","33","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T04:15:00-03:00","20","32","22","31","26","34","23","33","22","30","22","30","17","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T04:30:00-03:00","20","32","22","31","27","34","23","33","22","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T04:45:00-03:00","20","32","22","31","26","34","23","33","22","30","22","","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T05:00:00-03:00","20","32","22","31","26","34","23","33","22","30","22","","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T05:15:00-03:00","20","31","22","31","26","34","23","32","23","30","22","30","18","28","28","28","30","18","27","33","31","25","23","22","27"
"2025-06-17T05:30:00-03:00","20","32","22","31","27","34","23","33","22","30","22","30","18","28","28","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T05:45:00-03:00","20","32","22","31","26","34","23","33","23","30","22","29","18","28","28","28","30","18","26","33","31","25","22","22","27"
"2025-06-17T06:00:00-03:00","20","32","22","31","26","34","23","33","22","30","22","29","18","28","28","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T06:15:00-03:00","20","32","22","31","27","34","23","33","22","30","22","29","18","28","28","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T06:30:00-03:00","20","31","22","31","27","34","23","33","22","30","22","30","17","28","28","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T06:45:00-03:00","20","31","22","31","26","34","23","32","22","30","22","30","17","28","28","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T07:00:00-03:00","20","31","22","31","27","34","23","32","22","30","22","29","17","28","28","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T07:15:00-03:00","20","32","22","31","27","34","23","32","23","30","22","29","17","28","28","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T07:30:00-03:00","20","32","22","31","27","34","23","32","22","30","22","30","17","28","28","27","30","18","27","33","31","25","22","22","27"
"2025-06-17T07:45:00-03:00","20","32","22","31","26","34","23","32","22","30","22","30","17","28","29","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T08:00:00-03:00","20","32","22","31","26","34","23","32","22","30","22","30","17","28","29","28","29","18","27","33","31","25","22","22","27"
"2025-06-17T08:15:00-03:00","20","32","22","31","26","34","23","32","22","30","22","29","17","28","29","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T08:30:00-03:00","20","31","22","31","26","34","23","32","22","30","22","29","17","28","29","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T08:45:00-03:00","20","31","22","31","26","34","23","32","23","30","22","29","17","28","29","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T09:00:00-03:00","20","31","22","31","26","34","23","32","23","30","22","29","17","28","29","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T09:15:00-03:00","20","32","22","31","27","34","23","32","23","30","22","29","17","28","29","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T09:30:00-03:00","20","31","22","31","26","34","23","32","22","30","22","29","17","28","29","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T09:45:00-03:00","20","31","22","31","27","34","23","32","23","30","22","29","17","28","28","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T10:00:00-03:00","20","31","22","31","26","34","23","32","23","30","22","30","17","28","28","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T10:15:00-03:00","20","31","22","31","26","34","23","32","23","30","22","30","17","28","28","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T10:30:00-03:00","20","31","22","31","26","34","23","32","22","30","22","29","17","28","28","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T10:45:00-03:00","20","31","22","31","27","34","23","32","23","30","22","29","17","28","28","28","30","18","27","33","31","25","22","22","27"
"2025-06-17T11:00:00-03:00","20","31","22","31","26","34","23","32","23","30","22","30","17","28","28","28","30","18","27","33","31","25","22","22","27"
