"Date and time","SMV340200 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340201 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340202 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340203 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340204 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340205 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340206 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340207 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340208 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340209 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340210 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340211 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340212 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340213 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340230 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340232 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340233 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340234 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340262 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","SMV340263 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","idrac-9DQGPV3 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","idrac-BDQGPV3 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","idrac-CDQGPV3 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","idrac-DDQGPV3 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)","idrac-FDQGPV3 - Peak Inlet Temperature (°C, Min. over last 15 min) (°C)"
"2025-06-12T12:45:00-03:00","20","31","22","31","23","33","23","32","22","25","22","29","18","27","","26","30","18","24","33","31","24","20","20","27"
"2025-06-12T13:00:00-03:00","20","31","22","31","23","33","23","32","23","25","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-12T13:15:00-03:00","20","31","22","31","23","","23","32","22","25","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-12T13:30:00-03:00","20","31","22","31","24","","23","32","22","25","22","29","18","26","","25","29","18","24","33","31","24","20","20","27"
"2025-06-12T13:45:00-03:00","20","31","22","31","24","33","23","32","23","25","23","29","18","27","","26","29","18","24","32","31","24","20","20","27"
"2025-06-12T14:00:00-03:00","20","32","22","31","23","33","23","32","23","25","22","29","18","27","","24","29","18","24","32","31","24","20","20","27"
"2025-06-12T14:15:00-03:00","20","32","22","31","23","33","23","32","23","25","23","29","18","28","","24","29","18","24","32","31","24","20","20","27"
"2025-06-12T14:30:00-03:00","20","32","22","31","23","33","23","32","23","25","23","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-12T14:45:00-03:00","20","32","22","31","24","33","24","32","23","25","23","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-12T15:00:00-03:00","20","32","22","31","24","33","24","32","23","25","23","29","18","28","","25","30","18","25","33","31","24","20","20","27"
"2025-06-12T15:15:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-12T15:30:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-12T15:45:00-03:00","20","32","22","31","24","33","24","32","23","25","23","29","18","28","","25","30","18","24","33","31","24","20","20","27"
"2025-06-12T16:00:00-03:00","20","32","22","31","24","33","24","32","22","25","23","29","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-12T16:15:00-03:00","20","32","22","31","24","","24","32","23","25","23","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-12T16:30:00-03:00","20","32","22","31","23","","24","32","23","25","23","29","18","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-12T16:45:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","24","30","18","24","33","31","24","20","20","27"
"2025-06-12T17:00:00-03:00","20","32","23","31","23","33","24","32","23","25","23","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-12T17:15:00-03:00","21","32","23","31","24","33","24","32","23","25","23","29","18","28","","24","29","18","24","33","31","24","20","20","27"
"2025-06-12T17:30:00-03:00","21","32","23","31","23","33","24","32","23","25","24","29","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-12T17:45:00-03:00","20","32","23","31","23","33","24","32","23","25","23","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-12T18:00:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","28","","24","29","18","24","33","31","24","20","20","27"
"2025-06-12T18:15:00-03:00","21","32","23","31","23","33","24","32","23","25","23","29","18","28","","24","29","19","24","33","31","24","20","20","27"
"2025-06-12T18:30:00-03:00","21","32","23","31","23","33","24","32","23","","24","29","18","28","","25","29","19","24","33","31","24","20","20","27"
"2025-06-12T18:45:00-03:00","21","32","23","31","24","33","24","32","23","","24","30","18","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-12T19:00:00-03:00","21","32","23","31","24","33","24","32","23","25","24","29","18","28","","25","29","18","24","34","31","24","20","","27"
"2025-06-12T19:15:00-03:00","21","32","23","31","23","33","24","32","23","25","24","30","18","28","","24","29","19","24","34","31","24","20","","27"
"2025-06-12T19:30:00-03:00","21","32","23","31","23","33","24","32","22","25","24","29","18","28","","24","30","19","24","34","31","24","20","20","27"
"2025-06-12T19:45:00-03:00","21","32","23","31","23","33","24","32","22","25","24","29","18","28","","26","30","19","24","34","31","24","20","20","27"
"2025-06-12T20:00:00-03:00","21","32","23","31","24","33","24","32","23","25","24","29","19","27","","24","30","19","25","34","31","24","20","20","27"
"2025-06-12T20:15:00-03:00","21","32","23","31","23","33","24","32","23","25","24","29","18","28","","24","30","19","24","34","31","24","20","20","27"
"2025-06-12T20:30:00-03:00","20","32","23","31","23","33","24","32","23","25","23","29","19","27","","25","29","19","24","34","31","24","20","20","27"
"2025-06-12T20:45:00-03:00","20","32","23","31","23","33","24","32","23","25","23","29","18","27","","25","29","19","24","34","31","24","20","20","27"
"2025-06-12T21:00:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","24","29","19","24","34","31","24","20","20","27"
"2025-06-12T21:15:00-03:00","20","32","22","31","23","33","24","32","23","","23","29","18","28","","25","30","19","24","33","31","24","20","20","27"
"2025-06-12T21:30:00-03:00","20","32","22","31","23","33","24","32","23","","23","30","18","27","","24","30","18","24","33","31","24","20","20","27"
"2025-06-12T21:45:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","28","","25","30","18","24","33","31","24","20","20","27"
"2025-06-12T22:00:00-03:00","20","32","22","31","25","33","24","32","23","","23","29","18","27","","25","29","18","26","33","31","24","20","20","27"
"2025-06-12T22:15:00-03:00","20","32","22","31","24","33","24","32","23","","23","30","18","28","","25","30","18","24","33","31","24","20","20","27"
"2025-06-12T22:30:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-12T22:45:00-03:00","20","32","22","31","23","33","24","32","22","25","23","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-12T23:00:00-03:00","20","32","22","31","24","33","24","32","23","25","23","29","18","27","","25","30","18","24","34","31","24","20","20","27"
"2025-06-12T23:15:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","24","30","18","24","33","31","24","20","20","27"
"2025-06-12T23:30:00-03:00","20","32","22","31","23","33","24","33","23","25","23","29","18","27","","25","30","18","24","34","31","24","20","20","27"
"2025-06-12T23:45:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","28","","25","30","18","24","34","31","24","20","20","27"
"2025-06-13T00:00:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","25","30","18","25","34","31","24","20","20","27"
"2025-06-13T00:15:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","25","30","18","25","34","31","24","20","20","27"
"2025-06-13T00:30:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","25","30","18","24","34","31","24","20","20","27"
"2025-06-13T00:45:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","24","30","18","24","34","31","24","20","20","27"
"2025-06-13T01:00:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","24","30","18","25","34","31","24","20","20","27"
"2025-06-13T01:15:00-03:00","20","32","22","31","23","33","24","32","23","25","22","29","18","27","","25","30","18","24","34","31","24","20","20","27"
"2025-06-13T01:30:00-03:00","20","32","22","31","25","33","24","32","23","25","23","29","18","27","","26","30","18","25","34","31","24","20","20","27"
"2025-06-13T01:45:00-03:00","20","32","22","31","24","33","24","32","23","25","23","29","18","27","","27","30","18","25","34","31","24","20","20","27"
"2025-06-13T02:00:00-03:00","20","32","22","31","24","33","24","32","23","25","23","29","18","27","","26","29","18","25","34","31","24","20","20","27"
"2025-06-13T02:15:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","27","","25","30","18","25","33","31","24","20","20","27"
"2025-06-13T02:30:00-03:00","20","32","22","31","23","","24","32","23","25","22","28","18","27","","25","30","18","24","34","31","24","20","20","27"
"2025-06-13T02:45:00-03:00","20","32","22","31","24","","24","32","23","25","22","29","18","26","","26","29","18","25","33","31","24","20","20","27"
"2025-06-13T03:00:00-03:00","20","32","22","31","25","33","24","32","23","25","22","29","18","27","","26","30","18","25","34","31","24","20","20","27"
"2025-06-13T03:15:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T03:30:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T03:45:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T04:00:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-13T04:15:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-13T04:30:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","27","","27","30","18","24","33","31","24","20","20","27"
"2025-06-13T04:45:00-03:00","20","32","22","31","24","33","24","32","23","25","22","30","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-13T05:00:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-13T05:15:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","27","","25","30","18","25","33","31","24","20","20","27"
"2025-06-13T05:30:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-13T05:45:00-03:00","20","32","22","31","23","33","24","32","23","25","22","29","18","27","","27","29","18","24","33","31","24","20","20","27"
"2025-06-13T06:00:00-03:00","20","32","22","31","24","33","24","32","23","25","23","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-13T06:15:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","26","29","18","24","33","31","24","20","20","27"
"2025-06-13T06:30:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","26","29","18","24","33","31","24","20","20","27"
"2025-06-13T06:45:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","27","","27","30","18","25","33","31","24","20","20","27"
"2025-06-13T07:00:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","28","","26","29","18","25","33","31","24","20","20","27"
"2025-06-13T07:15:00-03:00","20","32","22","31","23","33","24","32","23","25","22","29","18","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T07:30:00-03:00","20","32","22","31","25","33","24","32","23","25","22","29","18","27","","25","30","18","26","33","31","24","20","20","27"
"2025-06-13T07:45:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","27","","26","29","18","25","33","31","24","20","20","27"
"2025-06-13T08:00:00-03:00","20","32","22","31","24","33","24","32","23","25","22","30","18","27","","26","29","18","25","33","31","24","20","20","27"
"2025-06-13T08:15:00-03:00","20","32","22","31","23","33","24","32","23","25","22","30","18","28","","25","30","18","24","33","31","24","20","20","27"
"2025-06-13T08:30:00-03:00","20","32","22","31","23","33","24","32","23","25","22","30","18","28","","25","30","18","24","33","31","24","20","20","27"
"2025-06-13T08:45:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","27","","26","29","18","25","33","31","24","20","20","27"
"2025-06-13T09:00:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-13T09:15:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-13T09:30:00-03:00","20","32","22","31","24","33","24","32","23","25","22","30","18","28","","25","30","18","25","33","31","24","20","20","27"
"2025-06-13T09:45:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","28","","26","29","18","25","33","31","24","20","20","27"
"2025-06-13T10:00:00-03:00","20","31","22","31","24","33","24","32","23","25","22","29","18","28","","26","29","18","25","33","31","24","20","20","27"
"2025-06-13T10:15:00-03:00","20","31","22","31","24","33","24","32","23","25","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-13T10:30:00-03:00","20","31","22","31","23","33","24","32","23","25","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-13T10:45:00-03:00","20","31","22","31","24","33","24","32","23","25","22","30","18","28","","26","29","18","25","33","31","24","20","20","27"
"2025-06-13T11:00:00-03:00","20","31","22","31","24","33","24","32","23","25","22","29","18","28","","27","29","18","25","33","31","24","20","20","27"
"2025-06-13T11:15:00-03:00","20","31","22","31","23","33","24","32","23","25","22","29","18","27","","25","29","18","24","32","31","24","20","20","27"
"2025-06-13T11:30:00-03:00","20","31","22","31","24","33","24","32","23","25","22","29","18","27","","25","29","18","25","32","31","24","20","20","27"
"2025-06-13T11:45:00-03:00","20","32","22","31","23","33","24","32","23","25","22","29","18","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T12:00:00-03:00","20","32","22","31","23","33","24","32","23","25","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T12:15:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-13T12:30:00-03:00","20","32","22","31","23","33","24","32","23","25","22","29","18","28","","26","29","18","24","33","31","24","20","20","27"
"2025-06-13T12:45:00-03:00","20","32","22","31","23","33","24","32","23","25","22","29","18","27","","26","29","18","24","33","31","24","20","20","27"
"2025-06-13T13:00:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","28","","26","29","18","25","33","31","24","20","20","27"
"2025-06-13T13:15:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","28","","26","29","18","25","33","31","24","20","20","27"
"2025-06-13T13:30:00-03:00","20","32","22","31","24","33","24","32","23","25","22","29","18","26","","26","29","18","25","33","31","24","20","20","27"
"2025-06-13T13:45:00-03:00","20","32","22","31","23","33","24","32","23","25","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T14:00:00-03:00","20","32","22","31","23","33","24","32","23","25","22","29","18","27","","26","29","18","24","33","31","24","20","","27"
"2025-06-13T14:15:00-03:00","20","32","22","31","23","33","24","32","23","25","22","29","18","27","","25","29","18","25","33","31","24","20","","27"
"2025-06-13T14:30:00-03:00","20","32","22","31","23","33","24","32","23","25","22","29","18","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T14:45:00-03:00","20","32","22","31","23","33","24","32","23","25","22","29","18","28","","25","29","18","25","33","31","24","20","20","27"
"2025-06-13T15:00:00-03:00","20","32","22","31","24","33","24","32","23","25","23","29","18","27","","26","29","18","25","33","31","24","20","20","27"
"2025-06-13T15:15:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","28","","25","29","18","25","33","31","24","20","20","27"
"2025-06-13T15:30:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T15:45:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-13T16:00:00-03:00","20","32","22","31","24","33","24","32","23","25","23","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-13T16:15:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-13T16:30:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","24","29","18","24","34","31","24","20","20","27"
"2025-06-13T16:45:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","24","29","18","24","34","31","24","20","20","27"
"2025-06-13T17:00:00-03:00","20","32","22","31","23","33","24","32","23","25","23","28","18","27","","24","29","18","24","34","31","24","20","20","27"
"2025-06-13T17:15:00-03:00","20","32","22","31","25","33","24","32","23","25","23","29","18","27","","24","29","18","25","34","31","24","20","20","27"
"2025-06-13T17:30:00-03:00","20","32","23","31","23","33","24","32","23","25","23","29","18","27","","24","29","18","24","34","31","24","20","20","27"
"2025-06-13T17:45:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","24","29","18","24","34","31","24","20","20","27"
"2025-06-13T18:00:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T18:15:00-03:00","20","32","22","31","23","33","24","32","22","25","23","29","18","27","","24","29","18","24","34","31","24","20","20","27"
"2025-06-13T18:30:00-03:00","20","32","22","31","24","33","24","32","22","25","23","30","18","28","","24","29","18","24","33","31","24","20","20","27"
"2025-06-13T18:45:00-03:00","20","32","22","31","24","33","24","32","23","25","23","29","18","27","","25","29","18","24","34","31","24","20","20","27"
"2025-06-13T19:00:00-03:00","20","32","22","31","24","33","24","32","23","25","23","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T19:15:00-03:00","20","32","22","31","24","33","24","32","23","25","23","29","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-13T19:30:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T19:45:00-03:00","20","31","22","31","23","33","24","32","23","25","23","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T20:00:00-03:00","20","32","22","31","24","33","24","32","23","25","23","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-13T20:15:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T20:30:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T20:45:00-03:00","20","32","22","31","23","33","24","32","23","25","23","29","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-13T21:00:00-03:00","20","32","22","31","23","33","24","32","22","25","23","29","18","28","","26","29","18","24","33","31","24","20","20","27"
"2025-06-13T21:15:00-03:00","20","32","22","31","23","33","24","32","22","25","23","30","18","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T21:30:00-03:00","20","32","22","31","23","33","24","32","22","25","23","29","18","28","","24","29","18","24","33","31","24","20","20","27"
"2025-06-13T21:45:00-03:00","20","32","22","31","24","33","24","32","22","25","23","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-13T22:00:00-03:00","20","32","22","31","24","33","24","32","22","25","23","29","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-13T22:15:00-03:00","20","32","22","31","24","33","23","32","22","25","23","29","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-13T22:30:00-03:00","20","32","22","31","24","33","23","32","22","25","23","28","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-13T22:45:00-03:00","20","32","22","31","23","33","23","32","22","25","23","29","18","26","","24","29","18","24","33","31","24","20","20","27"
"2025-06-13T23:00:00-03:00","20","32","22","31","24","33","23","32","22","25","22","29","18","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-13T23:15:00-03:00","20","32","22","31","23","33","23","32","23","25","23","29","18","27","","24","29","18","24","34","31","24","20","20","27"
"2025-06-13T23:30:00-03:00","20","32","22","31","23","33","23","32","22","25","22","29","18","27","","25","29","18","24","34","31","24","20","20","27"
"2025-06-13T23:45:00-03:00","20","32","22","31","23","33","23","32","22","25","22","29","18","27","","25","29","18","24","34","31","24","20","20","27"
"2025-06-14T00:00:00-03:00","20","32","22","31","23","33","23","32","22","25","22","29","18","27","","24","29","18","24","34","31","24","20","20","27"
"2025-06-14T00:15:00-03:00","20","32","22","30","24","33","23","32","22","25","22","28","18","26","","24","30","18","25","34","31","24","20","20","27"
"2025-06-14T00:30:00-03:00","20","32","22","31","24","33","23","32","23","29","22","29","18","27","","24","29","18","24","34","31","24","20","20","27"
"2025-06-14T00:45:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","23","33","31","24","20","20","27"
"2025-06-14T01:00:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","18","28","","25","29","18","25","33","31","24","20","20","27"
"2025-06-14T01:15:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T01:30:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","18","26","","25","29","18","25","33","31","24","20","20","27"
"2025-06-14T01:45:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T02:00:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","18","27","","25","29","18","24","34","31","24","20","20","27"
"2025-06-14T02:15:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","18","27","","25","29","18","25","34","31","24","20","20","27"
"2025-06-14T02:30:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","34","31","24","20","20","27"
"2025-06-14T02:45:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","18","27","","25","29","18","25","34","31","24","20","20","27"
"2025-06-14T03:00:00-03:00","20","32","22","31","24","33","23","32","22","29","22","28","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-14T03:15:00-03:00","20","32","22","31","24","33","23","32","22","29","22","28","18","26","","25","29","18","24","33","31","24","20","","27"
"2025-06-14T03:30:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","18","27","","25","29","18","25","34","31","24","20","","27"
"2025-06-14T03:45:00-03:00","20","32","22","31","25","33","23","32","22","29","22","29","18","27","","25","29","18","26","34","31","24","20","20","27"
"2025-06-14T04:00:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T04:15:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","26","","25","30","18","24","33","31","24","20","20","27"
"2025-06-14T04:30:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-14T04:45:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T05:00:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-14T05:15:00-03:00","20","32","22","31","25","33","23","32","22","29","22","29","17","27","","24","29","18","26","33","31","24","20","20","27"
"2025-06-14T05:30:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","17","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T05:45:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","17","28","","25","29","18","25","33","31","24","20","20","27"
"2025-06-14T06:00:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","17","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-14T06:15:00-03:00","20","31","22","31","23","33","23","32","22","29","22","29","17","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T06:30:00-03:00","20","31","22","31","24","33","23","32","22","29","22","29","18","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T06:45:00-03:00","20","31","22","31","24","33","23","32","22","29","22","29","17","27","","24","29","18","24","33","31","24","20","20","27"
"2025-06-14T07:00:00-03:00","20","31","22","31","24","33","23","32","22","29","22","29","17","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T07:15:00-03:00","20","31","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T07:30:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T07:45:00-03:00","20","31","22","31","24","33","23","32","22","29","22","29","18","26","","24","29","18","25","32","31","24","20","20","27"
"2025-06-14T08:00:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","32","31","24","20","20","27"
"2025-06-14T08:15:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","32","31","24","20","20","27"
"2025-06-14T08:30:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T08:45:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T09:00:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T09:15:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","18","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-14T09:30:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","28","","25","29","18","24","33","31","24","20","","27"
"2025-06-14T09:45:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","18","27","","25","29","18","24","34","31","24","20","","27"
"2025-06-14T10:00:00-03:00","20","31","22","30","25","33","23","32","22","29","22","29","17","28","","25","29","18","26","34","31","24","20","20","27"
"2025-06-14T10:15:00-03:00","20","31","22","30","23","33","23","32","22","29","22","29","17","27","","26","29","18","24","34","31","24","20","20","27"
"2025-06-14T10:30:00-03:00","20","31","22","30","23","33","23","32","22","29","22","29","17","27","","25","29","18","24","34","31","24","20","20","27"
"2025-06-14T10:45:00-03:00","20","31","22","31","23","33","23","32","22","29","22","29","17","27","","25","29","18","24","34","31","24","20","20","27"
"2025-06-14T11:00:00-03:00","20","31","22","31","23","33","23","32","22","29","22","29","17","27","","25","29","18","25","34","31","24","20","20","27"
"2025-06-14T11:15:00-03:00","20","31","22","31","23","33","23","32","22","29","22","29","17","28","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T11:30:00-03:00","20","31","22","31","23","33","23","32","22","29","22","29","17","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T11:45:00-03:00","20","31","22","31","25","33","23","32","22","29","22","29","17","27","","27","29","18","26","33","31","24","20","20","27"
"2025-06-14T12:00:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","17","27","","25","29","18","25","33","31","24","20","20","27"
"2025-06-14T12:15:00-03:00","20","32","22","31","23","33","23","32","22","29","22","29","17","27","","25","29","18","24","33","31","24","20","20","27"
"2025-06-14T12:30:00-03:00","20","32","22","31","24","33","23","32","22","29","22","29","17","27","","25","29","17","25","33","31","24","20","20","27"
