"Date and time","SMV340200 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340201 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340202 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340203 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340204 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340205 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340206 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340207 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340208 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340209 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340210 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340211 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340212 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340213 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340230 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340232 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340233 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340234 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340262 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","SMV340263 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","idrac-9DQGPV3 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","idrac-BDQGPV3 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","idrac-CDQGPV3 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","idrac-DDQGPV3 - Inlet Temperature (°C, Avg. over last 15 min) (°C)","idrac-FDQGPV3 - Inlet Temperature (°C, Avg. over last 15 min) (°C)"
"2025-06-14T09:15:00-03:00","20","32","22","31","25.438889","33.594077","23","32","22.379121","29.348008","22","29.477778","18","27.668508","26","27.132597","29.838889","18","26.183333","33","31","24.328294","22.381816","20.582761","27"
"2025-06-14T09:30:00-03:00","20","32","22","31","25.24581","33.594077","23","32","22.19337","29.709643","22","29.751381","18","28.087912","26","26.5","29.752748","18","26.078212","33.879121","31","24.261623","22.381816","20.582761","27"
"2025-06-14T09:45:00-03:00","20","32","22","31","25.03352","33.594077","23.027624","32","22.248619","29.760552","22","29.359116","18","28.055556","26","26.445054","29.430939","18","25.583333","34","31","24.625229","22.381816","20.549439","27"
"2025-06-14T10:00:00-03:00","20","31.967033","22","30.972528","25.961111","33.594077","23","32","22.222222","29.764477","22","29.644444","17.441989","28","26","26.640884","29.110498","18","26.856353","34","31","24.625229","22.381816","20.631706","27"
"2025-06-14T10:15:00-03:00","20","31.17033","22","30.916667","25.050279","33.258033","23","32","22.285714","29.764413","22","29.055556","17.675676","27.491712","26","27.110498","29.180328","18","25.75","34","31","24.625229","22.381816","20.164943","27"
"2025-06-14T10:30:00-03:00","20","31","22","30.972528","25.183333","33.253803","23","32","22.027624","29.764413","22","29.833333","17.491712","27.811111","26","26.456044","29.430939","18","26.005587","34","31","24.461974","22.381816","20.162239","27"
"2025-06-14T10:45:00-03:00","20","31","22","31","25.033149","33.253872","23","32","22.382513","29.764413","22","29.216667","17.441989","27.889502","27","26.422222","29.25","18","25.552487","34","31","24.438747","22.381816","20.120766","27"
"2025-06-14T11:00:00-03:00","20","31.076923","22","31","25.607734","33.253871","23","32","22.254143","29.764413","22","29.172222","17.505494","27.889502","27","26.846994","29.194444","18","26.403314","34","31","24.431554","22.381816","20.118786","27"
"2025-06-14T11:15:00-03:00","20","31.585636","22","31","25.011111","33.525512","23","32","22.110498","29.187204","22","29.455556","17.127072","28","27","26.562841","29.027778","18","25.877778","33.016574","31","24.384972","22.381816","20.118818","27"
"2025-06-14T11:30:00-03:00","20","31.082873","22","31","25.194444","33.525512","23","32","22.17033","29.544129","22","29.472222","17.049723","27.834254","27","26.532967","29.361111","18","25.860336","33","31","24.049997","22.381816","20.118818","27"
"2025-06-14T11:45:00-03:00","20","31.840659","22","31","25.860336","33.525512","23","32","22.138121","29.58465","22","29.751381","17.225274","27.668508","26","27.983607","29.027778","18","26.475138","33","31","24.049177","22.381816","20.118818","27"
"2025-06-14T12:00:00-03:00","20","32","22","31","25.71978","33.525512","23","32","22","29.491736","22","29.238889","17","27.917127","26","26.842391","29.137362","18","26.333333","33","31","24.039346","22.381816","20.118818","27"
"2025-06-14T12:15:00-03:00","20","32","22","31","25.361111","33.525512","23","32","22","29.237321","22","29.055249","17","27.955556","26","27.038674","29.444444","18","26.116667","33","31","24.038701","22.381816","20.118818","27"
"2025-06-14T12:30:00-03:00","20","32","22","31","25.558011","33.525512","23","32","22.2","29.767894","22","29.138889","17","27.572222","26","26.967033","29.055556","17.944444","26.477778","33","31","24.038711","22.381816","20.118818","27"
"2025-06-14T12:45:00-03:00","20","31.901099","22","31","25.681564","33.525512","23","32","22","29.867064","22","29","17","27.395604","26","27.071823","29.20442","18","26.519337","33","31","24.038711","22.381816","20.118818","27"
"2025-06-14T13:00:00-03:00","20","31.901099","22","30.895604","25.566667","33.525512","23","32","22.164836","29.993706","22","29.668508","17.171271","27.668508","26","26.681319","29.331492","18","26.340782","33","31","24.038711","22.381816","20.118818","27"
"2025-06-14T13:15:00-03:00","20","32","22","31","24.928177","33.525512","23","32","22.082873","29.972152","22","29.311111","17","27.972222","26","26.491803","29.38674","17.917127","25.751381","33","31","24.038711","22.381816","20.118818","27"
"2025-06-14T13:30:00-03:00","20","32","22","31","25.577778","33.525512","23","32","22.226519","29.721603","22","29.527778","17","28","26","26.666667","29.38674","18","26.433333","33","31","24.038711","22.381816","20.118818","27"
"2025-06-14T13:45:00-03:00","20","32","22","30.945054","24.888889","33.525512","23","32","22.302198","29.177369","22","29.022222","17","27.624309","26","27.160221","29.133333","18","25.569832","33","31","24.038711","22.381816","20.118818","27"
"2025-06-14T14:00:00-03:00","20","32","22","31","25.309392","33.525512","23","32","22.164836","29.719079","22","29.452514","17.027624","27.662983","26","26.430939","29.172222","18","26.05","33","31","24.038711","22.381816","20.118818","27"
"2025-06-14T14:15:00-03:00","20","32","22","31","24.911602","33.525512","23","32","22.20442","29.723684","22","29.779006","17","27.994476","26","27.165746","29.653847","18","25.572222","33.055556","31","24.038711","22.381816","20.118818","27"
"2025-06-14T14:30:00-03:00","20","32","22","31","25.111111","33.525512","23","32","22.1","29.818396","22","29.690608","17.19337","27.972376","26","25.9779","29.309392","18","25.635359","33.164836","31","24.038711","22.381816","20.118818","27"
"2025-06-14T14:45:00-03:00","20","32","22","31","25.116022","33.525512","23","32","22.295082","29.705162","22","29.194444","17.222222","28","26","27.228261","29.133333","18","25.672222","33.366667","31","24.038711","22.381816","20.118818","27"
"2025-06-14T15:00:00-03:00","20","32","22","31","25.679558","33.525512","23","32","22.78453","29.847161","22","29.111732","17.247252","27.872928","26","26.45055","29.032967","18","26.472222","33.016667","31","24.038711","22.381816","20.118818","27"
"2025-06-14T15:15:00-03:00","20","32","22","31","25.425414","33.525512","23","32","22.519337","29.559633","22","28.944444","17.093407","27.516667","26","26.055556","29.640884","18","25.944751","33.670391","31","24.038711","22.381816","20.568918","27"
"2025-06-14T15:30:00-03:00","20","32","22","31","24.97191","33.525512","23","32","22.582418","29.29596","22","29","17.35","27.333333","26","25.95055","29.355556","18","25.816667","33.9779","31","24.038711","22.381816","20.575984","27"
"2025-06-14T15:45:00-03:00","20","32","22","31","24.603352","33.525512","23","32","22.403314","29.523248","22","29","17.201118","27.668508","26","26.857923","29.2","18","25.24581","33","31","24.038711","22.381816","20.141927","27"
"2025-06-14T16:00:00-03:00","20","32","22","31","25.65","33.525512","23.027778","32","22.572222","29.507618","22","29","18","27.611111","26","26.351649","29.17033","18","26.565934","33","31","24.038711","22.381816","20.612448","27"
"2025-06-14T16:15:00-03:00","20","32","22","31","24.949721","33.525512","23","32","22.618784","29.445693","22","29.128491","18","27.822222","26","25.715847","29.10989","18","25.75","33.3","31","24.038711","22.381816","20.597589","27"
"2025-06-14T16:30:00-03:00","20","32","22","31","24.879121","33.525512","23","32","22.912088","29.173007","22","29.177778","18","27.707182","26","26.094444","29.222222","18","25.4","33.033333","31","24.009546","22.381816","20.720401","27"
"2025-06-14T16:45:00-03:00","20","32","22","31","24.828729","33.525512","23","32","22.889502","29.669233","22","29.167598","17.972222","27.889502","26","26.486188","29.361111","18","25.638889","33.083799","31","24.009389","22.381816","20.985207","27"
"2025-06-14T17:00:00-03:00","20","32","22","31","25.444444","33.525512","23","32","22.155556","29.355684","22","29","18","27.80663","26","25.940218","29.41989","18","26.044692","33","31","24.091484","22.381816","20.071976","27"
"2025-06-14T17:15:00-03:00","20","32","22","31","25.01105","33.525512","23","32","22.327778","29.778523","22","29.027778","18","27.505494","26","26.167598","29.638889","18","25.483333","33.722222","31","24.091484","22.381816","20.070796","27"
"2025-06-14T17:30:00-03:00","20","32","22","31","25.322222","33.525512","23.082418","32","22.43956","29.621141","22","29.635359","18","27.827778","26","26.521978","29.637362","18","25.888889","33.60221","31","24.091484","22.381816","20.387469","27"
"2025-06-14T17:45:00-03:00","20","32","22","31","24.849162","33.525512","23.309392","32","22.082873","29.834561","22","29.083333","18","27.895028","26","26.141304","29.712707","18","25.38674","33.755556","31","24.091484","22.381816","20.697833","27"
"2025-06-14T18:00:00-03:00","20","32","22","30.905556","24.93956","33.525512","23","32","22.5","29.754023","22","28.694444","18","27.533333","26","26","29.305556","18","25.745857","33.19337","31","24.091484","22.381816","20.702788","27"
"2025-06-14T18:15:00-03:00","20","32","22","30.928177","24.748603","33.525512","23","32","22.187846","29.822611","22","29.083799","18","27.082873","26","26.093407","29.642857","18","25.270718","33.527778","31","24.091484","22.381816","20.558298","27.027624"
"2025-06-14T18:30:00-03:00","20","32","22","31","25.872928","33.525512","23","32","22.194444","29.805674","22","29.027778","18","27.472222","26","26.797814","29.383333","18","26.683333","33.861111","31","24.091484","22.381816","20.79718","27"
"2025-06-14T18:45:00-03:00","20","32","22","31","25.166667","33.525512","23","32","22.502762","29.629278","22","29.055249","18","27.756906","26","26.961539","29.447513","18","25.966851","34","31","24.091484","22.381816","20.792704","27"
"2025-06-14T19:00:00-03:00","20","32","22","31","24.994476","33.525512","23","32","22.269231","29.882224","22","29.444444","18","27.640884","26","25.568306","29.353591","18","25.564246","34","31","24.091484","22.381816","20.645986","27"
"2025-06-14T19:15:00-03:00","20","32","22","31","24.638889","33.525512","23","32","22.027472","29.438049","22","29.361111","18","27.41989","26","26.508197","29.110498","18","25.222222","33.944751","31","24.091484","22.381816","20.941044","27"
"2025-06-14T19:30:00-03:00","20","32","22","31","25.888889","33.525512","23","32","22.309392","29.228514","22","29.40884","18","27.834254","26","26.917582","29.502762","18","26.605556","33.333333","31","24.091484","22.381816","20.942011","27"
"2025-06-14T19:45:00-03:00","20","32","22","31","24.950277","33.525512","23","32","22.394444","29.938889","22","29.4","18","27.834254","26","26.796703","29.436464","18","25.674033","33.662983","31","24.091484","22.381816","20.864399","27"
"2025-06-14T20:00:00-03:00","20","32","22","31","25.155556","33.525512","23","32","22.154697","29.878801","22","29.082873","18","27.61326","26","26.873627","29.316667","18","25.692738","33.916667","31","24.091484","22.381816","20.511402","27"
"2025-06-14T20:15:00-03:00","20","32","22","31","25.198896","33.525512","23","32","22.251397","29.693607","22","29.458101","18","27.532967","26","26.054644","29.392266","18","25.883333","34","31","24.086402","22.381816","20.718349","27"
"2025-06-14T20:30:00-03:00","20","32","22","31","24.861111","33.525512","23","32","22.186813","29.853853","22","29.779006","18","27.640884","26","26.327778","30","18","25.463687","33.994413","31","24.084986","22.381816","20.368624","27"
"2025-06-14T20:45:00-03:00","20","32","22","31","25.237569","33.525512","23","32","22.28022","29.610688","22","29.325967","18","27.774726","26","26.348067","29.723757","18","25.798882","33.277778","31","24.197517","22.381816","20.378976","27"
"2025-06-14T21:00:00-03:00","20","32","22","31","25.022347","33.525512","23","32","22.40884","29.661704","22","29.138889","18","27.917127","26","26.862638","29.75","18","25.624309","33.561111","31","24.197517","22.381816","20.551424","27"
"2025-06-14T21:15:00-03:00","20","32","22","31","25.211111","33.525512","23","32","22.159341","29.65479","22","29.022347","18","27.796703","26","26.04945","29.805556","18","26.033333","33.475138","31","24.197517","22.381816","20.552822","27"
"2025-06-14T21:30:00-03:00","20","32","22","31","25.145251","33.525512","23","32","22.281768","29.655048","22","29.21547","18","27.624309","26","26.75","29.472528","18","25.60989","34","31","24.197517","22.381816","20.278308","27"
"2025-06-14T21:45:00-03:00","20","32","22","31","25.106146","33.525512","23","32","22.80663","29.680796","22","29.311111","18","27.927778","26","26.565934","29.679558","18","25.327778","34","31","24.197517","22.381816","20.278308","27"
"2025-06-14T22:00:00-03:00","20","32","22","31","24.9779","33.525512","23","32","23","29.764882","22","29.388889","18","27.824176","26","26.296703","29.461111","18","25.644444","33.972222","31","24.258364","22.381816","20.278308","27"
"2025-06-14T22:15:00-03:00","20","32","22","31","25.335196","33.525512","23","32","22.80663","29.77272","22","29.094972","18","27.696132","26","26.327869","29.618784","18","26.055249","34","31","24.60773","22.381816","20.278308","27"
"2025-06-14T22:30:00-03:00","20","32","22","31","24.629834","33.525512","23","32","22.917582","29.421394","22","30","18","28","26","26.276243","29.244444","18","25.154697","33.755556","30.945054","24.701439","22.381816","20.278308","27"
"2025-06-14T22:45:00-03:00","20","32","22","31","25.194444","33.525512","23","32","23","29.985778","22","29.916667","18","28","26","26.538461","29.58011","18","25.889502","33.767956","30.98895","24.140288","22.381816","20.169748","27"
"2025-06-14T23:00:00-03:00","20","32","22","31","25.372222","33.525512","23.027624","32","23","29.831596","22","29.855556","18","28","26","26.444444","29.805556","18","26.10989","33.694444","30.530387","24.140288","22.381816","20.07395","27"
"2025-06-14T23:15:00-03:00","20","32","22","31","24.466667","33.525512","23","32","23","29.696326","22","29.811111","18","28","26","25.9779","29.861879","18","25.099448","33.5","30.6","24.063267","22.381816","20.493781","27"
"2025-06-14T23:30:00-03:00","20","32","22","31","24.344444","33.525512","23","32","22.688889","29.684911","22","30","18","28","26","26.395604","29.80663","18","25.225274","33.855556","30.318681","24.510466","22.381816","20.485687","27"
"2025-06-14T23:45:00-03:00","20","32","22","31","25.088889","33.525512","23.060773","32","22.861879","29.685098","22","30","18","28","26","26.234972","29.690608","18","25.816667","34","30.585636","24.413347","22.381816","20.48582","27"
"2025-06-15T00:00:00-03:00","20","32","22","31","25.722222","33.525512","23.110498","32","23","29.685094","22","29.357542","18","27.751381","26","26.461957","29.614526","18","26.418994","33.254143","31","24.272204","22.381816","20.446752","27"
"2025-06-15T00:15:00-03:00","20","32","22","31","25.060773","33.525512","23.165746","32","22.838889","29.685094","22","29","18","27.696132","26","26.730769","29.773481","18","25.745857","33.138121","31","24.420024","22.381816","20.154673","27"
"2025-06-15T00:30:00-03:00","20","32","22","31","24.882681","33.525512","23","32","22.320442","29.813816","22","29.558011","18","28","26","26.486339","29.866667","18","25.686813","33.133333","31","24.524237","22.381816","20.427911","27"
"2025-06-15T00:45:00-03:00","20","32","22","31","25.922222","33.525512","23","32","22.521978","29.813816","22","29.385474","18","27.867403","26","26.664836","29.469613","18","26.627778","33.311111","31","24.515643","22.381816","20.292406","27"
"2025-06-15T01:00:00-03:00","20","32","22","31","24.688889","33.525512","23.21978","32","23","29.715032","22","29.666667","18","27.939227","26","26.114754","29.558011","18","25.370166","33.133333","31","24.515783","22.381816","20.514592","27"
"2025-06-15T01:15:00-03:00","20","32","22","31","25.494444","33.525512","23","32","22.723757","29.769387","22","29.698324","18","28","26","26.95082","29.569061","18","26.243094","33.116667","31","24.515781","22.381816","20.514592","27"
"2025-06-15T01:30:00-03:00","20","32","22","31","24.850829","33.525512","23","32","23","29.691861","22","29.388889","18","27.917127","26","26.159341","29.65","18","25.616667","34","31","24.515781","22.381816","20.514592","27"
"2025-06-15T01:45:00-03:00","20","32","22","31","25.194444","33.525512","23","32","23","29.696912","22","29.361111","18","28","26","26.346153","29.611111","18","26.038674","34","31","24.515781","22.381816","20.514592","27"
"2025-06-15T02:00:00-03:00","20","32","22","31","25.111111","33.525512","23.082873","32","22.911602","29.56891","22","29.355556","18","27.834254","26","26.010989","29.206704","18","25.745857","33.138121","30.775957","24.515781","22.381816","20.514592","27"
"2025-06-15T02:15:00-03:00","20","32","22","31","24.777778","33.525512","23","32","23","29.575977","22","29.777778","18","28","26","25.857923","29.805556","18","25.488889","33.413408","31","24.886067","22.381816","20.502347","27"
"2025-06-15T02:30:00-03:00","20","32","22","31","24.472222","33.525512","23.54945","32","23","29.743236","22","29.622222","18","28","26","26.593407","29.583333","18","25.194444","33.165746","30.3","24.887934","22.381816","20.210012","27"
"2025-06-15T02:45:00-03:00","20","31.972376","22","30.917582","25.083333","33.525512","23.143647","32","23","29.788051","22","29.206704","18","27.447513","26","26.616667","29.72067","18","25.701658","33","30.333333","24.887903","22.381816","20.104837","27"
"2025-06-15T03:00:00-03:00","20","31.889502","22","31","24.861111","33.525512","23.225274","32","23","29.508313","22","29.077348","18","27.961111","26","25.803279","29.692308","18","25.657459","33","30.469613","24.887904","22.381816","20.100694","27"
"2025-06-15T03:15:00-03:00","20","31.944751","22","30.835164","24.494444","33.525512","23.694444","32","23","29.54327","22","29","18","26.767956","26","25.879121","29.305556","18","25.082418","33","30.811111","24.887904","22.381816","20.90485","27"
"2025-06-15T03:30:00-03:00","20","32","22","31","24.340782","33.525512","24","32","23","29.550757","22","29","18","27.640884","26","26.247252","29.41989","18","25","33","31","24.887904","22.381816","20.90641","27"
"2025-06-15T03:45:00-03:00","20","32","22","31","24.608939","33.525512","24","32","23","29.687039","22","29.670391","18","28","26","25.994566","29.164836","18","25.196629","33","30.855556","24.887904","22.381816","20.906384","27"
"2025-06-15T04:00:00-03:00","20","32","22","31","24.805556","33.525512","24","32","23","29.221842","22","29.166667","18","27.697802","26","26.010929","29","18","25.5","33","30.598901","24.887904","22.381816","20.906384","27"
"2025-06-15T04:15:00-03:00","20","32","22","31","24.677778","33.525512","23.723757","32","23","29.327169","22","29.533333","18","27.888889","26","26.147541","29.166667","18","25.294444","33.430939","30.772222","24.887904","22.381816","20.906384","27"
"2025-06-15T04:30:00-03:00","20","32","22","30.972376","25.038889","33.525512","23.945054","32","23","29.443592","22","29.607734","18","28.044444","26","25.923498","29.3","18","25.636871","33.928177","30.944751","24.887904","22.381816","20.906384","27"
"2025-06-15T04:45:00-03:00","20","32","22","31","24.519553","33.525512","24","32","23","29.95194","22","29.083333","18","27.763737","27","25.692308","29.252748","18","25.027778","33","30.055249","24.887904","22.381816","20.906384","27"
"2025-06-15T05:00:00-03:00","20","31.861879","22","31","24.777778","33.525512","23.888268","32","23","29.67765","22","29.233333","18","27.416667","27","26.436464","29.394444","18","25.316667","33","30.631868","24.887904","22.381816","20.906384","27"
"2025-06-15T05:15:00-03:00","20","31.725274","22","31","24.96648","33.459866","23.469613","32","22.627778","29.74025","22","29.405556","18","28","27","27.188889","29.164836","18","25.322222","33","30.95055","24.887904","22.381816","20.906384","27"
"2025-06-15T05:30:00-03:00","20","31.692308","22","31","24.705556","33.765042","23.430939","32","22.497238","29.347204","22","29.110498","18","27.804469","27","26.184782","29.054946","18","25.342541","33","30.765363","24.887904","22.381816","20.906384","27"
"2025-06-15T05:45:00-03:00","20","31.587912","22","31","25.486188","33.768894","24","31.994476","22.164836","29.271401","22","29","18","27.629834","26","26.856353","29.055866","18","26","33","30.192308","24.521643","22.381816","20.906384","27"
"2025-06-15T06:00:00-03:00","20","31.552487","22","30.972528","25.038889","33.768831","23.944751","31.027624","22.972067","29.225807","22","29","18","27.483333","26","25.857923","29.19337","18","25.694444","33","30.635359","24.513092","22.381816","20.906384","27"
"2025-06-15T06:15:00-03:00","20","31","22","31","24.394444","33.342549","23.044444","31","23","29.816616","22","29","18","27.642857","26","25.620879","29.422222","18","24.657459","33","30.917582","24.513232","22.381816","20.906384","27"
"2025-06-15T06:30:00-03:00","20","31","22","31","25.22905","33.336933","23","31","22.917582","29.601654","22","29","17.972376","27.61326","26","26.31694","29.327778","18","25.475138","33","30.690608","24.655822","22.381816","20.906384","27"
"2025-06-15T06:45:00-03:00","20","31","22","31","25.071823","33.337026","23","31","22.972528","29.325667","22","29.167598","18","27.41989","27","26.142077","29.088398","18","25.744444","33","30.672222","24.661464","22.381816","20.906384","27"
"2025-06-15T07:00:00-03:00","20","31","22","31","24.372222","33.337024","23","31","23","29.246253","22","29.111732","18","27.861879","27","25.569061","29.027624","18","24.811111","33","30.171271","24.661372","22.381816","20.906384","27"
"2025-06-15T07:15:00-03:00","20","31","22","31","24.3","33.337024","23.790056","31","23","29.115859","22","29.222222","18","27.862638","27","25.813187","29.27933","18","25.099448","33","30.617487","24.661373","22.381816","20.906384","27"
"2025-06-15T07:30:00-03:00","20","31.082873","22","31","25.873627","33.337024","23.183333","31","23","29.144919","22.461111","29","18","27.61326","27","26.103261","29","18","26.166667","32.436464","30.530387","24.661373","22.381816","20.938168","27"
"2025-06-15T07:45:00-03:00","20","31.527472","22","30.9779","24.3","33.337024","23","31","23","29.241384","22.2","29.139664","18","27.469613","27","26.394444","29.142857","18","24.811111","32","30.263737","24.661373","22.381816","20.939181","27"
"2025-06-15T08:00:00-03:00","20","31.972528","22","30.966667","24.607734","33.510244","23.197802","31.478022","23","29.658239","22.083333","29.055556","18","27.254143","27","26.192308","29.153847","18","25.077778","32","30.824176","24.661373","22.381816","20.834822","27"
"2025-06-15T08:15:00-03:00","20","32","22","31","25.0221","33.518273","23.39011","31.622222","23","29.637933","22","29.055556","18","27.80663","27","25.674033","29.519337","18","25.8","32.738889","30.672131","24.661373","22.381816","20.821137","27"
"2025-06-15T08:30:00-03:00","20","32","22","31","24.463687","33.518142","23.762431","31.933333","22.97191","29.344637","22","29.083333","18","27.861879","27","25.697802","29.416667","18","25.111111","33","30.61326","24.661373","22.381816","20.821361","27"
"2025-06-15T08:45:00-03:00","20","32","22","31","24.192308","33.518144","24","32","23","29.323668","22","29.094444","18","27.917127","27","26.372222","29.438889","18","25.060773","33","30.288889","24.661373","22.381816","20.821357","27"
"2025-06-15T09:00:00-03:00","20","31.917127","22","31","25.211111","33.518144","24","32","23","29.187213","21.176796","29.183333","18","28","27","26.430939","29.227778","18","25.883333","33","30.822222","24.661373","22.381816","20.821358","27"
"2025-06-15T09:15:00-03:00","20","31.642857","22","31","25.05","33.518144","23.80663","32","23","29.789573","21","29","18","27.862638","27","27.164836","29.083799","18","25.75","33","31","24.661373","22.381816","20.821358","27"
"2025-06-15T09:30:00-03:00","20","31.895028","22","31","25.189944","33.518144","23.834254","32","22.723757","29.799487","21.06044","29","18","27.309392","27","26.879121","29.19337","18","26.055249","33","31","24.661373","22.381816","20.821358","27"
"2025-06-15T09:45:00-03:00","20","32","22","31","25.596686","33.518144","23.362638","32","23","29.67044","22","29.383333","18","28","27","27.005494","29.38674","18","26.133333","33","31","24.8796","22.381816","20.821358","27"
"2025-06-15T10:00:00-03:00","20","31.701658","22","31","24.972222","33.518144","23.779006","32.5","23","29.675842","22","29.227778","18","28","27","26.639344","29","18","25.555556","33","31","24.969499","22.381816","20.821358","27"
"2025-06-15T10:15:00-03:00","20","31","22","31","25.287293","33.518144","23.944444","32.790056","23","29.90556","22","29.294444","17.972222","27.779006","27","26.186813","29","18","26.216667","33.083333","31","24.969999","22.381816","20.821358","27"
"2025-06-15T10:30:00-03:00","20","31","22","31","25.166667","33.518144","23.340659","32.786886","23","29.209537","22","29.303868","18","27.888889","27","27.266667","29.027778","18","26.222222","33.261111","31","24.96999","22.381816","20.821358","27"
"2025-06-15T10:45:00-03:00","20","31","22","31","25.162011","33.518144","23.551912","32.416667","23","29.739884","22","29.233333","18","27.640884","27","27.065934","29.39779","18","25.861879","33.722222","31","24.96999","22.381816","20.821358","27"
"2025-06-15T11:00:00-03:00","20","31","22","31","25.331492","33.526176","23.944134","32.303868","22.807692","29.744149","22","29.433333","18","27.972376","27","27.1","29.21547","18","25.605556","33.762431","31","24.365451","22.381816","20.821358","27"
"2025-06-15T11:15:00-03:00","20","31.306011","22","31","25.144444","33.763311","24","32","22.701658","29.540887","22","29.181319","18","27.648351","27","26.736263","29","18","25.572222","33","31","24.35946","22.381816","20.596818","27"
"2025-06-15T11:30:00-03:00","20","31.307692","22","31","25.222222","33.767191","23.972222","32.39779","22.917127","29.631478","22","29","18","27.662983","27","26.598901","29.055556","18","26.005556","33","31","24.020003","22.381816","20.587033","27"
"2025-06-15T11:45:00-03:00","20","31.889502","22","31","25.688889","33.767128","23.744566","32.627778","22.835164","29.08897","22","29.436464","18","27.888889","27","27.283333","29.055249","18","26.677778","33","31","24.386112","22.381816","20.587194","27"
"2025-06-15T12:00:00-03:00","20","32","22","31","25.162011","33.767129","23.78453","32.445054","22.701658","29.632227","22","29.366667","18","28.082873","27","27.766667","29.138121","18","25.794444","33","31","24.565608","22.381816","20.236978","27"
"2025-06-15T12:15:00-03:00","20","31.805556","22","31","25.133333","33.767129","23","32.110498","22.494506","29.817391","22","29.388889","18","27.833333","27","27.131868","29.441989","18","26.088398","33","31","24.512189","22.381816","20.711748","27"
"2025-06-15T12:30:00-03:00","20","32","22","31","25.133333","33.767129","23","32","22.222222","29.105027","22","29.441989","17.850829","27.862638","27","26.878453","29","18","26.298342","33","31","24.807993","22.381816","20.765263","27"
"2025-06-15T12:45:00-03:00","20","31.818681","22","31","25.201118","33.767129","23","32","22.773481","29.458211","22","29","17.575419","28","27","27.093407","29.331492","18","26.466667","33","30.972528","24.436109","22.381816","20.462076","27"
"2025-06-15T13:00:00-03:00","20","31.552487","22","31","25.138889","33.767129","23","32","22.32967","29.458211","22","29.05","18","27.80663","27","26.967391","29.248619","18","25.944444","33.772222","31","24.157274","22.381816","20.462076","26.888889"
"2025-06-15T13:15:00-03:00","20","31.994506","22","31","25.668508","33.767129","23","32.137362","22.19337","29.367322","22","29.622222","18","28","27","27.25","29.027624","18","26.644444","34","31","24.154697","22.381816","20.462076","27"
"2025-06-15T13:30:00-03:00","20","31.758242","22","31","25.348067","33.767129","23","32.038674","22.546961","29.545017","22","29.516667","17.85","27.972376","27","27.620879","29","18","26.653631","33.888889","31","24.154739","22.381816","20.462076","27"
"2025-06-15T13:45:00-03:00","20","31.80663","22","31","25.337017","33.767129","23","32.120219","22.532609","29.232252","22","29.561111","17.607734","28","27","27.131868","29.278689","18","26.664804","33.810056","30.832402","24.154738","22.381816","20.227868","27"
"2025-06-15T14:00:00-03:00","20","31.472528","22","31","25.201118","33.767129","23","32.359116","22.303868","29.66555","22","29.55","17.10989","28","27","27.318436","29.220994","18","26.248619","33","31","24.154738","22.381816","20.346921","26.972376"
"2025-06-15T14:15:00-03:00","20","31.197802","22","31","25.005587","33.767129","23","32.696132","22.083333","29.625259","22","29.144444","17.629834","27.834254","27","27.208791","29.416667","18","25.866667","33.128491","31","24.154738","22.381816","20.357627","27"
"2025-06-15T14:30:00-03:00","20","31.364641","22","31","25.78453","33.767129","23","32.861111","22.243094","29.715532","22","29.027778","17.805556","27.917127","27","27.236263","29.274726","18","26.707182","33.316667","30.894444","24.154738","22.381816","20.357451","27"
"2025-06-15T14:45:00-03:00","20","31.763737","22","31","25.24581","33.767129","23","33","22.198896","29.730424","22","29.248619","17.89011","27.833333","26","27.453552","29.110498","18","25.966667","33","31","24.154738","22.381816","20.357454","27"
"2025-06-15T15:00:00-03:00","20","31.027624","22","31","25.5","33.767129","23","33","22.633333","29.86894","22","29.418994","17.662983","27.889502","26","27.038461","29.232044","18","26.416667","33","30.972222","24.154738","22.381816","20.331096","27"
